"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Summary statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Quebec","2016A000224","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304098","6.1.1","1799.8","","","","1"
"2014","Quebec","2016A000224","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304099","6.1.2","1656.2","","","","1"
"2014","Quebec","2016A000224","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304100","6.1.3","918.6","","","","1"
"2014","Quebec","2016A000224","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304101","6.1.4","8.0","","","","1"
"2014","Quebec","2016A000224","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304102","6.2.1","363.8","","","","1"
"2014","Quebec","2016A000224","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304103","6.2.2","338.1","","","","1"
"2014","Quebec","2016A000224","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304104","6.2.3","109.7","","","","1"
"2014","Quebec","2016A000224","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304105","6.2.4","7.1","","","","1"
"2014","Quebec","2016A000224","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304106","6.3.1","10184.9","","","","1"
"2014","Quebec","2016A000224","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304107","6.3.2","9099.7","","","","1"
"2014","Quebec","2016A000224","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304108","6.3.3","4581.7","","","","1"
"2014","Quebec","2016A000224","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304109","6.3.4","10.7","","","","1"
"2014","Ontario","2016A000235","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304110","7.1.1","3550.8","","","","1"
"2014","Ontario","2016A000235","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304111","7.1.2","3422.4","","","","1"
"2014","Ontario","2016A000235","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304112","7.1.3","1613.9","","","","1"
"2014","Ontario","2016A000235","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304113","7.1.4","3.6","","","","1"
"2014","Ontario","2016A000235","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304114","7.2.1","2477.9","","","","1"
"2014","Ontario","2016A000235","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304115","7.2.2","2163.1","","","","1"
"2014","Ontario","2016A000235","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304116","7.2.3","812.7","","","","1"
"2014","Ontario","2016A000235","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304117","7.2.4","12.7","","","","1"
"2014","Ontario","2016A000235","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304118","7.3.1","21909.2","","","","1"
"2014","Ontario","2016A000235","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304119","7.3.2","19129.2","","","","1"
"2014","Ontario","2016A000235","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304120","7.3.3","8532.8","","","","1"
"2014","Ontario","2016A000235","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304121","7.3.4","12.7","","","","1"
"2014","Manitoba","2016A000246","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304122","8.1.1","54.5","","","","1"
"2014","Manitoba","2016A000246","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304123","8.1.2","50.8","","","","1"
"2014","Manitoba","2016A000246","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304124","8.1.3","33.7","","","","1"
"2014","Manitoba","2016A000246","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304125","8.1.4","6.8","","","","1"
"2014","Manitoba","2016A000246","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304126","8.2.1","45.1","","","","1"
"2014","Manitoba","2016A000246","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304127","8.2.2","38.2","","","","1"
"2014","Manitoba","2016A000246","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304128","8.2.3","14.2","","","","1"
"2014","Manitoba","2016A000246","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304129","8.2.4","15.4","","","","1"
"2014","Manitoba","2016A000246","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304130","8.3.1","510.4","","","","1"
"2014","Manitoba","2016A000246","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304131","8.3.2","437.3","","","","1"
"2014","Manitoba","2016A000246","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304132","8.3.3","240.2","","","","1"
"2014","Manitoba","2016A000246","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304133","8.3.4","14.3","","","","1"
"2014","Saskatchewan","2016A000247","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304134","9.1.1","","x","","","1"
"2014","Saskatchewan","2016A000247","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304135","9.1.2","","x","","","1"
"2014","Saskatchewan","2016A000247","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304136","9.1.3","","x","","","1"
"2014","Saskatchewan","2016A000247","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304137","9.1.4","","x","","","1"
"2014","Saskatchewan","2016A000247","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304138","9.2.1","20.5","","","","1"
"2014","Saskatchewan","2016A000247","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304139","9.2.2","16.8","","","","1"
"2014","Saskatchewan","2016A000247","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304140","9.2.3","","x","","","1"
"2014","Saskatchewan","2016A000247","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304141","9.2.4","18.0","","","","1"
"2014","Saskatchewan","2016A000247","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304142","9.3.1","434.2","","","","1"
"2014","Saskatchewan","2016A000247","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304143","9.3.2","372.9","","","","1"
"2014","Saskatchewan","2016A000247","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304144","9.3.3","194.5","","","","1"
"2014","Saskatchewan","2016A000247","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304145","9.3.4","14.1","","","","1"
"2014","Alberta","2016A000248","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304146","10.1.1","744.8","","","","1"
"2014","Alberta","2016A000248","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304147","10.1.2","633.3","","","","1"
"2014","Alberta","2016A000248","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304148","10.1.3","303.8","","","","1"
"2014","Alberta","2016A000248","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304149","10.1.4","15.0","","","","1"
"2014","Alberta","2016A000248","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304150","10.2.1","477.0","","","","1"
"2014","Alberta","2016A000248","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304151","10.2.2","404.9","","","","1"
"2014","Alberta","2016A000248","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304152","10.2.3","136.6","","","","1"
"2014","Alberta","2016A000248","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304153","10.2.4","15.1","","","","1"
"2014","Alberta","2016A000248","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304154","10.3.1","4703.0","","","","1"
"2014","Alberta","2016A000248","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304155","10.3.2","3858.8","","","","1"
"2014","Alberta","2016A000248","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304156","10.3.3","1719.5","","","","1"
"2014","Alberta","2016A000248","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304157","10.3.4","18.0","","","","1"
"2014","British Columbia","2016A000259","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304158","11.1.1","1149.8","","","","1"
"2014","British Columbia","2016A000259","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304159","11.1.2","1109.3","","","","1"
"2014","British Columbia","2016A000259","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304160","11.1.3","548.7","","","","1"
"2014","British Columbia","2016A000259","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304161","11.1.4","3.5","","","","1"
"2014","British Columbia","2016A000259","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304162","11.2.1","549.4","","","","1"
"2014","British Columbia","2016A000259","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304163","11.2.2","498.9","","","","1"
"2014","British Columbia","2016A000259","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304164","11.2.3","189.7","","","","1"
"2014","British Columbia","2016A000259","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304165","11.2.4","9.2","","","","1"
"2014","British Columbia","2016A000259","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304166","11.3.1","4586.4","","","","1"
"2014","British Columbia","2016A000259","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304167","11.3.2","4105.8","","","","1"
"2014","British Columbia","2016A000259","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304168","11.3.3","1837.6","","","","1"
"2014","British Columbia","2016A000259","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304169","11.3.4","10.5","","","","1"
"2014","Yukon","2016A000260","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304170","12.1.1","","..","","","1"
"2014","Yukon","2016A000260","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304171","12.1.2","","..","","","1"
"2014","Yukon","2016A000260","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304172","12.1.3","","..","","","1"
"2014","Yukon","2016A000260","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304173","12.1.4","","..","","","1"
"2014","Yukon","2016A000260","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304174","12.2.1","","x","","","1"
"2014","Yukon","2016A000260","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304175","12.2.2","","x","","","1"
"2014","Yukon","2016A000260","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304176","12.2.3","0.0","","","","1"
"2014","Yukon","2016A000260","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304177","12.2.4","","x","","","1"
"2014","Yukon","2016A000260","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304178","12.3.1","6.6","","","","1"
"2014","Yukon","2016A000260","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304179","12.3.2","5.8","","","","1"
"2014","Yukon","2016A000260","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304180","12.3.3","3.2","","","","1"
"2014","Yukon","2016A000260","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304181","12.3.4","12.6","","","","1"
"2014","Northwest Territories","2016A000261","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304182","13.1.1","","..","","","1"
"2014","Northwest Territories","2016A000261","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304183","13.1.2","","..","","","1"
"2014","Northwest Territories","2016A000261","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304184","13.1.3","","..","","","1"
"2014","Northwest Territories","2016A000261","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304185","13.1.4","","..","","","1"
"2014","Northwest Territories","2016A000261","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304186","13.2.1","","x","","","1"
"2014","Northwest Territories","2016A000261","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304187","13.2.2","0.1","","","","1"
"2014","Northwest Territories","2016A000261","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304188","13.2.3","0.0","","","","1"
"2014","Northwest Territories","2016A000261","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304189","13.2.4","","x","","","1"
"2014","Northwest Territories","2016A000261","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304190","13.3.1","2.7","","","","1"
"2014","Northwest Territories","2016A000261","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304191","13.3.2","2.5","","","","1"
"2014","Northwest Territories","2016A000261","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304192","13.3.3","0.8","","","","1"
"2014","Northwest Territories","2016A000261","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304193","13.3.4","6.2","","","","1"
"2014","Nunavut","2016A000262","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304194","14.1.1","","..","","","1"
"2014","Nunavut","2016A000262","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304195","14.1.2","","..","","","1"
"2014","Nunavut","2016A000262","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304196","14.1.3","","..","","","1"
"2014","Nunavut","2016A000262","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304197","14.1.4","","..","","","1"
"2014","Nunavut","2016A000262","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304198","14.2.1","","..","","","1"
"2014","Nunavut","2016A000262","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304199","14.2.2","","..","","","1"
"2014","Nunavut","2016A000262","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304200","14.2.3","","..","","","1"
"2014","Nunavut","2016A000262","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304201","14.2.4","","..","","","1"
"2014","Nunavut","2016A000262","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304202","14.3.1","1.9","","","","1"
"2014","Nunavut","2016A000262","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304203","14.3.2","2.3","","","","1"
"2014","Nunavut","2016A000262","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304204","14.3.3","0.7","","","","1"
"2014","Nunavut","2016A000262","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304205","14.3.4","-20.7","","","","1"
"2015","Canada","2016A000011124","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304038","1.1.1","8330.1","","","","1"
"2015","Canada","2016A000011124","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304039","1.1.2","7831.1","","","","1"
"2015","Canada","2016A000011124","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304040","1.1.3","3809.5","","","","1"
"2015","Canada","2016A000011124","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304041","1.1.4","6.0","","","","1"
"2015","Canada","2016A000011124","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304042","1.2.1","4778.2","","","","1"
"2015","Canada","2016A000011124","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304043","1.2.2","4136.8","","","","1"
"2015","Canada","2016A000011124","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304044","1.2.3","1580.3","","","","1"
"2015","Canada","2016A000011124","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304045","1.2.4","13.4","","","","1"
"2015","Canada","2016A000011124","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304046","1.3.1","45783.3","","","","1"
"2015","Canada","2016A000011124","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304047","1.3.2","40437.7","","","","1"
"2015","Canada","2016A000011124","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304048","1.3.3","18790.5","","","","1"
"2015","Canada","2016A000011124","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304049","1.3.4","11.7","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304050","2.1.1","","x","","","1"
"2015","Newfoundland and Labrador","2016A000210","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304051","2.1.2","6.9","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304052","2.1.3","","x","","","1"
"2015","Newfoundland and Labrador","2016A000210","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304053","2.1.4","","x","","","1"
"2015","Newfoundland and Labrador","2016A000210","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304054","2.2.1","","x","","","1"
"2015","Newfoundland and Labrador","2016A000210","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304055","2.2.2","","x","","","1"
"2015","Newfoundland and Labrador","2016A000210","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304056","2.2.3","","x","","","1"
"2015","Newfoundland and Labrador","2016A000210","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304057","2.2.4","","x","","","1"
"2015","Newfoundland and Labrador","2016A000210","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304058","2.3.1","154.2","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304059","2.3.2","140.6","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304060","2.3.3","71.1","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304061","2.3.4","8.8","","","","1"
"2015","Prince Edward Island","2016A000211","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304062","3.1.1","","x","","","1"
"2015","Prince Edward Island","2016A000211","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304063","3.1.2","1.0","","","","1"
"2015","Prince Edward Island","2016A000211","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304064","3.1.3","","x","","","1"
"2015","Prince Edward Island","2016A000211","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304065","3.1.4","","x","","","1"
"2015","Prince Edward Island","2016A000211","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304066","3.2.1","","x","","","1"
"2015","Prince Edward Island","2016A000211","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304067","3.2.2","","x","","","1"
"2015","Prince Edward Island","2016A000211","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304068","3.2.3","0.0","","","","1"
"2015","Prince Edward Island","2016A000211","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304069","3.2.4","","x","","","1"
"2015","Prince Edward Island","2016A000211","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304070","3.3.1","68.4","","","","1"
"2015","Prince Edward Island","2016A000211","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304071","3.3.2","58.3","","","","1"
"2015","Prince Edward Island","2016A000211","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304072","3.3.3","33.1","","","","1"
"2015","Prince Edward Island","2016A000211","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304073","3.3.4","14.7","","","","1"
"2015","Nova Scotia","2016A000212","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304074","4.1.1","38.4","","","","1"
"2015","Nova Scotia","2016A000212","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304075","4.1.2","36.3","","","","1"
"2015","Nova Scotia","2016A000212","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304076","4.1.3","21.5","","","","1"
"2015","Nova Scotia","2016A000212","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304077","4.1.4","5.4","","","","1"
"2015","Nova Scotia","2016A000212","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304078","4.2.1","38.2","","","","1"
"2015","Nova Scotia","2016A000212","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304079","4.2.2","35.0","","","","1"
"2015","Nova Scotia","2016A000212","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304080","4.2.3","8.1","","","","1"
"2015","Nova Scotia","2016A000212","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304081","4.2.4","8.4","","","","1"
"2015","Nova Scotia","2016A000212","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304082","4.3.1","618.5","","","","1"
"2015","Nova Scotia","2016A000212","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304083","4.3.2","549.8","","","","1"
"2015","Nova Scotia","2016A000212","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304084","4.3.3","285.9","","","","1"
"2015","Nova Scotia","2016A000212","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304085","4.3.4","11.1","","","","1"
"2015","New Brunswick","2016A000213","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304086","5.1.1","37.2","","","","1"
"2015","New Brunswick","2016A000213","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304087","5.1.2","34.1","","","","1"
"2015","New Brunswick","2016A000213","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304088","5.1.3","22.5","","","","1"
"2015","New Brunswick","2016A000213","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304089","5.1.4","8.3","","","","1"
"2015","New Brunswick","2016A000213","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304090","5.2.1","18.9","","","","1"
"2015","New Brunswick","2016A000213","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304091","5.2.2","16.3","","","","1"
"2015","New Brunswick","2016A000213","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304092","5.2.3","","x","","","1"
"2015","New Brunswick","2016A000213","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304093","5.2.4","13.7","","","","1"
"2015","New Brunswick","2016A000213","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304094","5.3.1","339.7","","","","1"
"2015","New Brunswick","2016A000213","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304095","5.3.2","320.7","","","","1"
"2015","New Brunswick","2016A000213","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304096","5.3.3","172.3","","","","1"
"2015","New Brunswick","2016A000213","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304097","5.3.4","5.6","","","","1"
"2015","Quebec","2016A000224","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304098","6.1.1","1946.0","","","","1"
"2015","Quebec","2016A000224","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304099","6.1.2","1828.3","","","","1"
"2015","Quebec","2016A000224","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304100","6.1.3","899.4","","","","1"
"2015","Quebec","2016A000224","Software publishers [51321]","Operating profit margin","Percent","239","units","0","v100304101","6.1.4","6.0","","","","1"
"2015","Quebec","2016A000224","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating revenue","Dollars","81","millions","6","v100304102","6.2.1","462.7","","","","1"
"2015","Quebec","2016A000224","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating expenses","Dollars","81","millions","6","v100304103","6.2.2","400.4","","","","1"
"2015","Quebec","2016A000224","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304104","6.2.3","102.9","","","","1"
"2015","Quebec","2016A000224","Computing infrastructure providers, data processing, web hosting, and related services [51821]","Operating profit margin","Percent","239","units","0","v100304105","6.2.4","13.5","","","","1"
"2015","Quebec","2016A000224","Computer systems design and related services [54151]","Operating revenue","Dollars","81","millions","6","v100304106","6.3.1","10238.8","","","","1"
"2015","Quebec","2016A000224","Computer systems design and related services [54151]","Operating expenses","Dollars","81","millions","6","v100304107","6.3.2","9517.5","","","","1"
"2015","Quebec","2016A000224","Computer systems design and related services [54151]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304108","6.3.3","4442.3","","","","1"
"2015","Quebec","2016A000224","Computer systems design and related services [54151]","Operating profit margin","Percent","239","units","0","v100304109","6.3.4","7.0","","","","1"
"2015","Ontario","2016A000235","Software publishers [51321]","Operating revenue","Dollars","81","millions","6","v100304110","7.1.1","4182.2","","","","1"
"2015","Ontario","2016A000235","Software publishers [51321]","Operating expenses","Dollars","81","millions","6","v100304111","7.1.2","3962.6","","","","1"
"2015","Ontario","2016A000235","Software publishers [51321]","Salaries, wages, commissions and benefits","Dollars","81","millions","6","v100304112","7.1.3","1884.0","","","","1"
